Type,Dir,Sx,X1,X2,Y2,X3,Y3,BT,UEB,KH,B1,BH,Rr,CE,Notes
11,R,925.000000,502.887642937531,910.559226172493,710.080590980574,910.559226172493,1586.00879168994,1.61725331100814,-105.538994612101,2334.50292754631,726.670146296145,500,150,473.870085808335,
11,R,925.500000,503.488341065054,911.646431553602,710.999386345426,911.646431553602,1588.06153976256,0.404505827710436,-105.689860657651,2337.12531563373,726.493848545774,500,150,474.547474352853,
11,R,926.000000,503.688700906344,912.009063444109,711.305845921450,912.009063444109,1588.74622356495,0,-105.740181268882,2338,726.435045317221,500,150,474.773413897281,Known Profile Start of Constat Profile 11
11,R,926.500000,503.692419631764,912.015796802436,711.291379004181,912.015796802436,1588.71391081529,0,-105.762975670154,2338.02117349335,726.429011994083,500,150,474.773413897281,
11,R,927.000000,503.703519249658,912.035894468927,711.248199304552,912.035894468927,1588.61746629936,0,-105.830762865415,2338.08379172480,726.410982247634,500,150,474.773413897281,
11,R,927.500000,503.721914922476,912.069202830844,711.176638400830,912.069202830844,1588.45763061676,0,-105.942648841832,2338.18650132151,726.381061412324,500,150,474.773413897281,
11,R,928.000000,503.747521812672,912.115568275449,711.077027871282,912.115568275449,1588.23514436707,0,-106.097739586573,2338.32794891059,726.339354822601,500,150,474.773413897281,
11,R,928.500000,503.780255082695,912.174837190005,710.949699294178,912.174837190005,1587.95074814989,0,-106.295141086805,2338.50678111919,726.285967812914,500,150,474.773413897281,
11,R,929.000000,503.820029894998,912.246855961774,710.794984247783,912.246855961774,1587.60518256482,0,-106.533959329696,2338.72164457443,726.221005717710,500,150,474.773413897281,
11,R,929.500000,503.866761412032,912.331470978019,710.613214310366,912.331470978019,1587.19918821143,0,-106.813300302413,2338.97118590346,726.144573871439,500,150,474.773413897281,
11,R,930.000000,503.920364796248,912.428528626002,710.404721060194,912.428528626002,1586.73350568934,0,-107.132269992124,2339.25405173339,726.056777608549,500,150,474.773413897281,
11,R,930.500000,503.980755210099,912.537875292986,710.169836075534,912.537875292986,1586.20887559812,0,-107.489974385996,2339.56888869137,725.957722263489,500,150,474.773413897281,
11,R,931.000000,504.047847816034,912.659357366233,709.908890934655,912.659357366233,1585.62603853737,0,-107.885519471197,2339.91434340453,725.847513170707,500,150,474.773413897281,
11,R,931.500000,504.121557776506,912.792821233006,709.622217215823,912.792821233006,1584.98573510668,0,-108.318011234894,2340.28906250000,725.726255664653,500,150,474.773413897281,
11,R,932.000000,504.201800253966,912.938113280567,709.310146497307,912.938113280567,1584.28870590565,0,-108.786555664255,2340.69169260492,725.594055079773,500,150,474.773413897281,
11,R,932.500000,504.288490410866,913.095079896179,708.973010357373,913.095079896179,1583.53569153387,0,-109.290258746448,2341.12088034641,725.451016750518,500,150,474.773413897281,
11,R,933.000000,504.381543409656,913.263567467105,708.611140374290,913.263567467105,1582.72743259092,0,-109.828226468639,2341.57527235162,725.297246011336,500,150,474.773413897281,
11,R,933.500000,504.480874412789,913.443422380605,708.224868126324,913.443422380605,1581.86466967640,0,-110.399564817996,2342.05351524767,725.132848196674,500,150,474.773413897281,
11,R,934.000000,504.586398582716,913.634491023945,707.814525191744,913.634491023945,1580.94814338991,0,-111.003379781688,2342.55425566169,724.957928640983,500,150,474.773413897281,
11,R,934.500000,504.698031081888,913.836619784384,707.380443148817,913.836619784384,1579.97859433102,0,-111.638777346880,2343.07614022083,724.772592678710,500,150,474.773413897281,
11,R,935.000000,504.815687072757,914.049655049187,706.922953575810,914.049655049187,1578.95676309935,0,-112.304863500741,2343.61781555222,724.576945644304,500,150,474.773413897281,
11,R,935.500000,504.939281717774,914.273443205616,706.442388050991,914.273443205616,1577.88339029447,0,-113.000744230439,2344.17792828298,724.371092872213,500,150,474.773413897281,
11,R,936.000000,505.068730179391,914.507830640933,705.939078152628,914.507830640933,1576.75921651599,0,-113.725525523140,2344.75512504025,724.155139696887,500,150,474.773413897281,
11,R,936.500000,505.203947620058,914.752663742400,705.413355458988,914.752663742400,1575.58498236348,0,-114.478313366012,2345.34805245116,723.929191452773,500,150,474.773413897281,
11,R,937.000000,505.344849202228,915.007788897281,704.865551548338,915.007788897281,1574.36142843656,0,-115.258213746224,2345.95535714286,723.693353474320,500,150,474.773413897281,
11,R,937.500000,505.491350088352,915.273052492837,704.295997998947,915.273052492837,1573.08929533479,0,-116.064332650941,2346.57568574246,723.447731095978,500,150,474.773413897281,
11,R,938.000000,505.643365440881,915.548300916332,703.705026389081,915.548300916332,1571.76932365779,0,-116.895776067332,2347.20768487711,723.192429652194,500,150,474.773413897281,
11,R,938.500000,505.800810422267,915.833380555027,703.092968297009,915.833380555027,1570.40225400514,0,-117.751649982565,2347.85000117393,722.927554477416,500,150,474.773413897281,
11,R,939.000000,505.963600194961,916.128137796185,702.460155300997,916.128137796185,1568.98882697643,0,-118.631060383806,2348.50128126006,722.653210906095,500,150,474.773413897281,
11,R,939.500000,506.131649921415,916.432419027069,701.806918979313,916.432419027069,1567.52978317125,0,-119.533113258224,2349.16017176264,722.369504272677,500,150,474.773413897281,
11,R,940.000000,506.304874764079,916.746070634941,701.133590910226,916.746070634941,1566.02586318921,0,-120.456914592985,2349.82531930879,722.076539911613,500,150,474.773413897281,
11,R,940.500000,506.483189885406,917.068939007063,700.440502672002,917.068939007063,1564.47780762988,0,-121.401570375257,2350.49537052565,721.774423157349,500,150,474.773413897281,
11,R,941.000000,506.666510447847,917.400870530698,699.727985842908,917.400870530698,1562.88635709286,0,-122.366186592209,2351.16897204036,721.463259344336,500,150,474.773413897281,
11,R,941.500000,506.854751613854,917.741711593110,698.996372001213,917.741711593110,1561.25225217775,0,-123.349869231006,2351.84477048004,721.143153807021,500,150,474.773413897281,
11,R,942.000000,507.047828545877,918.091308581559,698.245992725185,918.091308581559,1559.57623348413,0,-124.351724278817,2352.52141247183,720.814211879853,500,150,474.773413897281,
11,R,942.500000,507.245656406368,918.449507883308,697.477179593089,918.449507883308,1557.85904161159,0,-125.370857722810,2353.19754464286,720.476538897281,500,150,474.773413897281,
11,R,943.000000,507.448150357779,918.816155885621,696.690264183195,918.816155885621,1556.10141715974,0,-126.406375550151,2353.87181362026,720.130240193753,500,150,474.773413897281,
11,R,943.500000,507.655225562561,919.191098975759,695.885578073769,919.191098975759,1554.30410072816,0,-127.457383748008,2354.54286603118,719.775421103718,500,150,474.773413897281,
11,R,944.000000,507.866797183165,919.574183540985,695.063452843080,919.574183540985,1552.46783291644,0,-128.522988303549,2355.20934850274,719.412186961624,500,150,474.773413897281,
11,R,944.500000,508.082780382044,919.965255968562,694.224220069394,919.965255968562,1550.59335432418,0,-129.602295203942,2355.86990766207,719.040643101920,500,150,474.773413897281,
11,R,945.000000,508.303090321647,920.364162645752,693.368211330979,920.364162645752,1548.68140555096,0,-130.694410436353,2356.52319013631,718.660894859055,500,150,474.773413897281,
11,R,945.500000,508.527642164428,920.770749959817,692.495758206103,920.770749959817,1546.73272719639,0,-131.798439987950,2357.16784255259,718.273047567477,500,150,474.773413897281,
11,R,946.000000,508.756351072837,921.184864298020,691.607192273034,921.184864298020,1544.74805986004,0,-132.913489845901,2357.80251153805,717.877206561634,500,150,474.773413897281,
11,R,946.500000,508.989132209325,921.606352047624,690.702845110038,921.606352047624,1542.72814414152,0,-134.038665997373,2358.42584371981,717.473477175976,500,150,474.773413897281,
11,R,947.000000,509.225900736345,922.035059595890,689.783048295384,922.035059595890,1540.67372064042,0,-135.173074429534,2359.03648572502,717.061964744950,500,150,474.773413897281,
11,R,947.500000,509.466571816347,922.470833330082,688.848133407338,922.470833330082,1538.58552995632,0,-136.315821129551,2359.63308418080,716.642774603006,500,150,474.773413897281,
11,R,948.000000,509.711060611783,922.913519637462,687.898432024169,922.913519637462,1536.46431268882,0,-137.466012084592,2360.21428571429,716.216012084592,500,150,474.773413897281,
11,R,948.500000,509.959282285104,923.362964905293,686.934275724144,923.362964905293,1534.31080943752,0,-138.622753281824,2360.77873695261,715.781782524157,500,150,474.773413897281,
11,R,949.000000,510.211151998762,923.819015520836,685.955996085531,923.819015520836,1532.12576080199,0,-139.785150708415,2361.32508452292,715.340191256149,500,150,474.773413897281,
11,R,949.500000,510.466584915208,924.281517871355,684.963924686596,924.281517871355,1529.90990738185,0,-140.952310351532,2361.85197505232,714.891343615016,500,150,474.773413897281,
11,R,950.000000,510.725496196895,924.750318344111,683.958393105609,924.750318344111,1527.66398977667,0,-142.123338198343,2362.35805516797,714.435344935208,500,150,474.773413897281,
11,R,950.500000,510.987801006272,925.225263326368,682.939732920835,925.225263326368,1525.38874858605,0,-143.297340236015,2362.84197149699,713.972300551172,500,150,474.773413897281,
11,R,951.000000,511.253414505791,925.706199205388,681.908275710543,925.706199205388,1523.08492440959,0,-144.473422451715,2363.30237066652,713.502315797358,500,150,474.773413897281,
11,R,951.500000,511.522251857905,926.192972368434,680.864353053000,926.192972368434,1520.75325784687,0,-145.650690832612,2363.73789930369,713.025496008215,500,150,474.773413897281,
11,R,952.000000,511.794228225064,926.685429202767,679.808296526474,926.685429202767,1518.39448949748,0,-146.828251365872,2364.14720403563,712.541946518189,500,150,474.773413897281,
11,R,952.500000,512.069258769720,927.183416095650,678.740437709232,927.183416095650,1516.00935996103,0,-148.005210038664,2364.52893148948,712.051772661731,500,150,474.773413897281,
11,R,953.000000,512.347258654325,927.686779434346,677.661108179543,927.686779434346,1513.59860983709,0,-149.180672838154,2364.88172829237,711.555079773289,500,150,474.773413897281,
11,R,953.500000,512.628143041329,928.195365606118,676.570639515672,928.195365606118,1511.16297972526,0,-150.353745751511,2365.20424107143,711.051973187311,500,150,474.773413897281,
11,R,954.000000,512.911827093184,928.709020998227,675.469363295889,928.709020998227,1508.70321022514,0,-151.523534765901,2365.49511645379,710.542558238246,500,150,474.773413897281,
11,R,954.500000,513.198225972341,929.227591997937,674.357611098460,929.227591997937,1506.22004193632,0,-152.689145868492,2365.75300106660,710.026940260543,500,150,474.773413897281,
11,R,955.000000,513.487254841253,929.750924992510,673.235714501652,929.750924992510,1503.71421545839,0,-153.849685046452,2365.97654153698,709.505224588650,500,150,474.773413897281,
11,R,955.500000,513.778828862370,930.278866369207,672.104005083735,930.278866369207,1501.18647139093,0,-155.004258286949,2366.16438449206,708.977516557015,500,150,474.773413897281,
11,R,956.000000,514.072863198144,930.811262515293,670.962814422974,930.811262515293,1498.63755033355,0,-156.151971577148,2366.31517655898,708.443921500088,500,150,474.773413897281,
11,R,956.500000,514.369273011026,931.347959818029,669.812474097638,931.347959818029,1496.06819288584,0,-157.291930904219,2366.42756436487,707.904544752316,500,150,474.773413897281,
11,R,957.000000,514.667973463468,931.888804664678,668.653315685995,931.888804664678,1493.47913964738,0,-158.423242255329,2366.50019453687,707.359491648149,500,150,474.773413897281,
11,R,957.500000,514.968879717922,932.433643442502,667.485670766311,932.433643442502,1490.87113121777,0,-159.545011617645,2366.53171370210,706.808867522035,500,150,474.773413897281,
11,R,958.000000,515.271906936838,932.982322538763,666.309870916854,932.982322538763,1488.24490819660,0,-160.656344978335,2366.52076848771,706.252777708422,500,150,474.773413897281,
11,R,958.500000,515.576970282667,933.534688340725,665.126247715892,933.534688340725,1485.60121118346,0,-161.756348324565,2366.46600552082,705.691327541759,500,150,474.773413897281,
11,R,959.000000,515.883984917863,934.090587235650,663.935132741692,934.090587235650,1482.94078077795,0,-162.844127643505,2366.36607142857,705.124622356496,500,150,474.773413897281,
11,R,959.500000,516.192866004875,934.649865610800,662.736857572522,934.649865610800,1480.26435757965,0,-163.918788922320,2366.21961283809,704.552767487079,500,150,474.773413897281,
11,R,960.000000,516.503528706155,935.212369853437,661.531753786649,935.212369853437,1477.57268218816,0,-164.979438148179,2366.02527637652,703.975868267958,500,150,474.773413897281,
11,R,960.500000,516.815888184156,935.777946350825,660.320152962342,935.777946350825,1474.86649520308,0,-166.025181308250,2365.78170867098,703.394030033582,500,150,474.773413897281,
11,R,961.000000,517.129859601327,936.346441490225,659.102386677866,936.346441490225,1472.14653722399,0,-167.055124389699,2365.48755634861,702.807358118399,500,150,474.773413897281,
11,R,961.500000,517.445358120122,936.917701658901,657.878786511491,936.917701658901,1469.41354885048,0,-168.068373379694,2365.14146603655,702.215957856858,500,150,474.773413897281,
11,R,962.000000,517.762298902990,937.491573244114,656.649684041483,937.491573244114,1466.66827068215,0,-169.064034265403,2364.74208436192,701.619934583406,500,150,474.773413897281,
11,R,962.500000,518.080597112383,938.067902633127,655.415410846111,938.067902633127,1463.91144331859,0,-170.041213033993,2364.28805795186,701.019393632494,500,150,474.773413897281,
11,R,963.000000,518.400167910754,938.646536213203,654.176298503641,938.646536213203,1461.14380735940,0,-170.999015672631,2363.77803343351,700.414440338568,500,150,474.773413897281,
11,R,963.500000,518.720926460553,939.227320371605,652.932678592341,939.227320371605,1458.36610340415,0,-171.936548168486,2363.21065743399,699.805180036079,500,150,474.773413897281,
11,R,964.000000,519.042787924232,939.810101495593,651.684882690479,939.810101495593,1455.57907205245,0,-172.852916508724,2362.58457658044,699.191718059474,500,150,474.773413897281,
11,R,964.500000,519.365667464242,940.394725972432,650.433242376322,940.394725972432,1452.78345390389,0,-173.747226680514,2361.89843750000,698.574159743203,500,150,474.773413897281,
11,R,965.000000,519.689480243035,940.981040189384,649.178089228137,940.981040189384,1449.97998955806,0,-174.618584671022,2361.15088681979,697.952610421712,500,150,474.773413897281,
11,R,965.500000,520.014141423062,941.568890533710,647.919754824194,941.568890533710,1447.16941961455,0,-175.466096467416,2360.34057116695,697.327175429453,500,150,474.773413897281,
11,R,966.000000,520.339566166774,942.158123392675,646.658570742757,942.158123392675,1444.35248467295,0,-176.288868056864,2359.46613716862,696.697960100872,500,150,474.773413897281,
11,R,966.500000,520.665669636623,942.748585153539,645.394868562097,942.748585153539,1441.52992533286,0,-177.086005426533,2358.52623145192,696.065069770418,500,150,474.773413897281,
11,R,967.000000,520.992366995061,943.340122203566,644.128979860479,943.340122203566,1438.70248219387,0,-177.856614563591,2357.51950064398,695.428609772540,500,150,474.773413897281,
11,R,967.500000,521.319573404538,943.932580930018,642.861236216172,943.932580930018,1435.87089585556,0,-178.599801455204,2356.44459137195,694.788685441687,500,150,474.773413897281,
11,R,968.000000,521.647204027507,944.525807720157,641.591969207442,944.525807720157,1433.03590691754,0,-179.314672088542,2355.30015026296,694.145402112307,500,150,474.773413897281,
11,R,968.500000,521.975174026419,945.119648961246,640.321510412558,945.119648961246,1430.19825597940,0,-180.000332450770,2354.08482394413,693.498865118849,500,150,474.773413897281,
11,R,969.000000,522.303398563724,945.713951040548,639.050191409788,945.713951040548,1427.35868364072,0,-180.655888529057,2352.79725904261,692.849179795761,500,150,474.773413897281,
11,R,969.500000,522.631792801875,946.308560345325,637.778343777398,946.308560345325,1424.51793050109,0,-181.280446310571,2351.43610218552,692.196451477491,500,150,474.773413897281,
11,R,970.000000,522.960271903323,946.903323262840,636.506299093656,946.903323262840,1421.67673716012,0,-181.873111782478,2350,691.540785498490,500,150,474.773413897281,Known Profile
11,R,970.500000,523.288748060980,947.498080803909,635.234399364958,947.498080803909,1418.83586750989,0,-182.433246521818,2348.48821935877,690.882315662764,500,150,474.773413897281,
11,R,971.000000,523.617121589600,948.092652473565,633.963028310217,948.092652473565,1415.99617861250,0,-182.961234465120,2346.90250811688,690.221289652568,500,150,474.773413897281,
11,R,971.500000,523.945289834398,948.686852400397,632.692580076473,948.686852400397,1413.15855082255,0,-183.457715138784,2345.24523437500,689.557983619713,500,150,474.773413897281,
11,R,972.000000,524.273150140587,949.280494712991,631.423448810766,949.280494712991,1410.32386449464,0,-183.923328069212,2343.51876623377,688.892673716012,500,150,474.773413897281,
11,R,972.500000,524.600599853382,949.873393539936,630.156028660138,949.873393539936,1407.49299998337,0,-184.358712782804,2341.72547179383,688.225636093278,500,150,474.773413897281,
11,R,973.000000,524.927536317997,950.465363009819,628.890713771629,950.465363009819,1404.66683764333,0,-184.764508805960,2339.86771915584,687.557146903323,500,150,474.773413897281,
11,R,973.500000,525.253856879648,951.056217251228,627.627898292279,951.056217251228,1401.84625782913,0,-185.141355665082,2337.94787642045,686.887482297961,500,150,474.773413897281,
11,R,974.000000,525.579458883549,951.645770392749,626.367976369129,951.645770392749,1399.03214089536,0,-185.489892886570,2335.96831168831,686.216918429003,500,150,474.773413897281,
11,R,974.500000,525.904239674913,952.233836562972,625.111342149221,952.233836562972,1396.22536719662,0,-185.810759996825,2333.93139306007,685.545731448263,500,150,474.773413897281,
11,R,975.000000,526.228096598956,952.820229890484,623.858389779593,952.820229890484,1393.42681708751,0,-186.104596522247,2331.83948863636,684.874197507553,500,150,474.773413897281,
11,R,975.500000,526.550927000891,953.404764503871,622.609513407288,953.404764503871,1390.63737092263,0,-186.372041989237,2329.69496651786,684.202592758686,500,150,474.773413897281,
11,R,976.000000,526.872628225934,953.987254531722,621.365107179346,953.987254531722,1387.85790905658,0,-186.613735924197,2327.50019480520,683.531193353475,500,150,474.773413897281,
11,R,976.500000,527.193097619298,954.567514102625,620.125565242808,954.567514102625,1385.08931184395,0,-186.830317853526,2325.25754159903,682.860275443731,500,150,474.773413897281,
11,R,977.000000,527.512232526199,955.145357345166,618.891281744713,955.145357345166,1382.33245963935,0,-187.022427303626,2322.96937500000,682.190115181269,500,150,474.773413897281,
11,R,977.500000,527.829930291850,955.720598387934,617.662650832103,955.720598387934,1379.58823279737,0,-187.190703800896,2320.63806310877,681.520988717900,500,150,474.773413897281,
11,R,978.000000,528.146088261467,956.293051359517,616.440066652019,956.293051359517,1376.85751167262,0,-187.335786871739,2318.26597402597,680.853172205438,500,150,474.773413897281,
11,R,978.500000,528.460603780263,956.862530388501,615.223923351500,956.862530388501,1374.14117661968,0,-187.458316042554,2315.85547585227,680.186941795695,500,150,474.773413897281,
11,R,979.000000,528.773374193452,957.428849603474,614.014615077589,957.428849603474,1371.44010799317,0,-187.558930839742,2313.40893668831,679.522573640484,500,150,474.773413897281,
11,R,979.500000,529.084296846250,957.991823133025,612.812535977324,957.991823133025,1368.75518614767,0,-187.638270789704,2310.92872463474,678.860343891616,500,150,474.773413897281,
11,R,980.000000,529.393269083871,958.551265105740,611.618080197748,958.551265105740,1366.08729143779,0,-187.696975418841,2308.41720779221,678.200528700907,500,150,474.773413897281,
11,R,980.500000,529.700188251529,959.106989650208,610.431641885900,959.106989650208,1363.43730421813,0,-187.735684253554,2305.87675426136,677.543404220166,500,150,474.773413897281,
11,R,981.000000,530.004951694439,959.658810895015,609.253615188822,959.658810895015,1360.80610484328,0,-187.755036820242,2303.30973214286,676.889246601209,500,150,474.773413897281,
11,R,981.500000,530.307456757815,960.206542968750,608.084394253553,960.206542968750,1358.19457366784,0,-187.755672645307,2300.71850953734,676.238331995846,500,150,474.773413897281,
11,R,982.000000,530.607600786872,960.750000000000,606.924373227135,960.750000000000,1355.60359104642,0,-187.738231255150,2298.10545454545,675.590936555891,500,150,474.773413897281,
11,R,982.500000,530.905281126823,961.288996117353,605.773946256609,961.288996117353,1353.03403733360,0,-187.703352176171,2295.47293526786,674.947336433157,500,150,474.773413897281,
11,R,983.000000,531.200395122884,961.823345449396,604.633507489014,961.823345449396,1350.48679288400,0,-187.651674934771,2292.82331980520,674.307807779456,500,150,474.773413897281,
11,R,983.500000,531.492840120269,962.352862124717,603.503451071392,962.352862124717,1347.96273805220,0,-187.583839057351,2290.15897625812,673.672626746601,500,150,474.773413897281,
11,R,984.000000,531.782513464193,962.877360271903,602.384171150783,962.877360271903,1345.46275319280,0,-187.500484070311,2287.48227272727,673.042069486405,500,150,474.773413897281,
11,R,984.500000,532.069312499869,963.396654019543,601.276061874227,963.396654019543,1342.98771866042,0,-187.402249500052,2284.79557731331,672.416412150680,500,150,474.773413897281,
11,R,985.000000,532.353134572512,963.910557496224,600.179517388767,963.910557496224,1340.53851480963,0,-187.289774872975,2282.10125811688,671.795930891239,500,150,474.773413897281,
11,R,985.500000,532.633877027337,964.418884830533,599.094931841441,964.418884830533,1338.11602199505,0,-187.163699715480,2279.40168323864,671.180901859894,500,150,474.773413897281,
11,R,986.000000,532.911437209558,964.921450151058,598.022699379291,964.921450151058,1335.72112057127,0,-187.024663553969,2276.69922077922,670.571601208459,500,150,474.773413897281,
11,R,986.500000,533.185712464389,965.418067586386,596.963214149358,965.418067586386,1333.35469089289,0,-186.873305914842,2273.99623883929,669.968305088746,500,150,474.773413897281,
11,R,987.000000,533.456600137046,965.908551265106,595.916870298682,965.908551265106,1331.01761331451,0,-186.710266324499,2271.29510551948,669.371289652568,500,150,474.773413897281,
11,R,987.500000,533.723997572742,966.392715315805,594.884061974303,966.392715315805,1328.71076819072,0,-186.536184309342,2268.59818892045,668.780831051737,500,150,474.773413897281,
11,R,988.000000,533.987802116692,966.870373867070,593.865183323263,966.870373867070,1326.43503587613,0,-186.351699395771,2265.90785714286,668.197205438067,500,150,474.773413897281,
11,R,988.500000,534.247911114110,967.341341047489,592.860628492601,967.341341047489,1324.19129672534,0,-186.157451110186,2263.22647828734,667.620688963369,500,150,474.773413897281,
11,R,989.000000,534.504221910211,967.805430985650,591.870791629360,967.805430985650,1321.98043109293,0,-185.954078978990,2260.55642045455,667.051557779456,500,150,474.773413897281,
11,R,989.500000,534.756631850209,968.262457810140,590.896066880579,968.262457810140,1319.80331933352,0,-185.742222528581,2257.90005174513,666.490088038142,500,150,474.773413897281,
11,R,990.000000,535.005038279319,968.712235649547,589.936848393298,968.712235649547,1317.66084180170,0,-185.522521285361,2255.25974025974,665.936555891239,500,150,474.773413897281,
11,R,990.500000,535.249338542755,969.154578632459,588.993530314560,969.154578632459,1315.55387885207,0,-185.295614775731,2252.63785409903,665.391237490559,500,150,474.773413897281,
11,R,991.000000,535.489429985731,969.589300887462,588.066506791403,969.589300887462,1313.48331083923,0,-185.062142526092,2250.03676136364,664.854408987916,500,150,474.773413897281,
11,R,991.500000,535.725209953463,970.016216543146,587.156171970870,970.016216543146,1311.45001811777,0,-184.822744062844,2247.45883015422,664.326346535121,500,150,474.773413897281,
11,R,992.000000,535.956575791163,970.435139728097,586.262920000000,970.435139728097,1309.45488104230,0,-184.578058912387,2244.90642857143,663.807326283988,500,150,474.773413897281,
11,R,992.500000,536.183424844048,970.845884570903,585.387145025834,970.845884570903,1307.49877996741,0,-184.328726601123,2242.38192471591,663.297624386329,500,150,474.773413897281,
11,R,993.000000,536.405654457331,971.248265200151,584.529241195413,971.248265200151,1305.58259524770,0,-184.075386655452,2239.88768668831,662.797516993958,500,150,474.773413897281,
11,R,993.500000,536.623161976226,971.642095744430,583.689602655778,971.642095744430,1303.70720723777,0,-183.818678601775,2237.42608258929,662.307280258686,500,150,474.773413897281,
11,R,994.000000,536.835844745949,972.027190332326,582.868623553969,972.027190332326,1301.87349629223,0,-183.559241966493,2234.99948051948,661.827190332326,500,150,474.773413897281,
11,R,994.500000,537.043600111713,972.403363092428,582.066698037026,972.403363092428,1300.08234276566,0,-183.297716276006,2232.61024857955,661.357523366692,500,150,474.773413897281,
11,R,995.000000,537.246325418734,972.770428153323,581.284220251991,972.770428153323,1298.33462701267,0,-183.034741056715,2230.26075487013,660.898555513595,500,150,474.773413897281,
11,R,995.500000,537.443918012225,973.128199643599,580.521584345904,973.128199643599,1296.63122938785,0,-182.770955835022,2227.95336749188,660.450562924849,500,150,474.773413897281,
11,R,996.000000,537.636275237401,973.476491691843,579.779184465806,973.476491691843,1294.97303024581,0,-182.507000137325,2225.69045454545,660.013821752266,500,150,474.773413897281,
11,R,996.500000,537.823294439476,973.815118426643,579.057414758737,973.815118426643,1293.36090994114,0,-182.243513490027,2223.47438413149,659.588608147659,500,150,474.773413897281,
11,R,997.000000,538.004872963665,974.143893976586,578.356669371739,974.143893976586,1291.79574882845,0,-181.981135419528,2221.30752435065,659.175198262840,500,150,474.773413897281,
11,R,997.500000,538.180908155182,974.462632470261,577.677342451850,974.462632470261,1290.27842726232,0,-181.720505452228,2219.19224330357,658.773868249622,500,150,474.773413897281,
11,R,998.000000,538.351297359242,974.771148036254,577.019828146114,974.771148036254,1288.80982559736,0,-181.462263114529,2217.13090909091,658.384894259819,500,150,474.773413897281,
11,R,998.500000,538.515937921059,975.069254803153,576.384520601569,975.069254803153,1287.39082418817,0,-181.207047932831,2215.12588981331,658.008552445242,500,150,474.773413897281,
11,R,999.000000,538.674727185848,975.356766899547,575.771813965257,975.356766899547,1286.02230338935,0,-180.955499433535,2213.17955357143,657.645118957704,500,150,474.773413897281,
11,R,999.500000,538.827562498823,975.633498454022,575.182102384218,975.633498454022,1284.70514355549,0,-180.708257143041,2211.29426846591,657.294869949018,500,150,474.773413897281,
11,R,1000.000000,538.974341205198,975.899263595166,574.615780005493,975.899263595166,1283.44022504120,0,-180.465960587751,2209.47240259740,656.958081570997,500,150,474.773413897281,
11,R,1000.500000,539.114960650188,976.153876451567,574.073240976123,976.153876451567,1282.22842820107,0,-180.229249294064,2207.71632406656,656.635029975453,500,150,474.773413897281,
11,R,1001.000000,539.249318179007,976.397151151813,573.554879443147,976.397151151813,1281.07063338969,0,-179.998762788383,2206.02840097403,656.325991314199,500,150,474.773413897281,
11,R,1001.500000,539.377311136871,976.628901824490,573.061089553608,976.628901824490,1279.96772096168,0,-179.775140597106,2204.41100142045,656.031241739048,500,150,474.773413897281,
11,R,1002.000000,539.498836868992,976.848942598187,572.592265454545,976.848942598187,1278.92057127163,0,-179.559022246636,2202.86649350649,655.751057401813,500,150,474.773413897281,
11,R,1002.500000,539.613792720586,977.057087601492,572.148801293000,977.057087601492,1277.93006467413,0,-179.351047263372,2201.39724533279,655.485714454305,500,150,474.773413897281,
11,R,1003.000000,539.722076036868,977.253150962991,571.731091216012,977.253150962991,1276.99708152379,0,-179.151855173716,2200.00562500000,655.235489048338,500,150,474.773413897281,
11,R,1003.500000,539.823584163050,977.436946811273,571.339529370623,977.436946811273,1276.12250217521,0,-178.962085504068,2198.69400060877,655.000657335725,500,150,474.773413897281,
11,R,1004.000000,539.918214444349,977.608289274925,570.974509903872,977.608289274925,1275.30720698297,0,-178.782377780830,2197.46474025974,654.781495468278,500,150,474.773413897281,
11,R,1004.500000,540.005864225978,977.766992482534,570.636426962802,977.766992482534,1274.55207630169,0,-178.613371530401,2196.32021205357,654.578279597810,500,150,474.773413897281,
11,R,1005.000000,540.086430853153,977.912870562689,570.325674694452,977.912870562689,1273.85799048596,0,-178.455706279182,2195.26278409091,654.391285876133,500,150,474.773413897281,
11,R,1005.500000,540.159811671086,978.045737643977,570.042647245863,978.045737643977,1273.22582989038,0,-178.310021553574,2194.29482447240,654.220790455061,500,150,474.773413897281,
11,R,1006.000000,540.225904024993,978.165407854985,569.787738764076,978.165407854985,1272.65647486954,0,-178.176956879978,2193.41870129870,654.067069486405,500,150,474.773413897281,
11,R,1006.500000,540.284605260089,978.271695324302,569.561343396131,978.271695324302,1272.15080577805,0,-178.057151784795,2192.63678267045,653.930399121979,500,150,474.773413897281,
11,R,1007.000000,540.335812721587,978.364414180514,569.363855289069,978.364414180514,1271.70970297051,0,-177.951245794425,2191.95143668831,653.811055513595,500,150,474.773413897281,
11,R,1007.500000,540.379423754702,978.443378552209,569.195668589931,978.443378552209,1271.33404680151,0,-177.859878435269,2191.36503145292,653.709314813067,500,150,474.773413897281,
11,R,1008.000000,540.415335704648,978.508402567976,569.057177445757,978.508402567976,1271.02471762565,0,-177.783689233727,2190.87993506494,653.625453172205,500,150,474.773413897281,
11,R,1008.500000,540.443445916641,978.559300356401,568.948776003588,978.559300356401,1270.78259579754,0,-177.723317716201,2190.49851562500,653.559746742825,500,150,474.773413897281,
11,R,1009.000000,540.463651735894,978.595886046073,568.870858410464,978.595886046073,1270.60856167176,0,-177.679403409091,2190.22314123377,653.512471676737,500,150,474.773413897281,
